Nombre,Tipo,Subtipo,Estatus,Direccion Fisica,Region,Region Zipcode,Municipio,Fipcode,Zipcode,Contacto,Telefono,Tipo de Licencia,Numero de Licencia,Expiracion de Licencia,Estatus de Licencia,Capacidad
Inst. Hogar Paz Y Amor Lcc,Adultos Mayores,Institucion de Adultos,Operando,Urb. San Miguel A-6,Guayama,784,Santa Isabel,72133,757,Yasselyn,(787)-590-2946,Licenciado,184,1/27/2024,Al dia,9
Inst. Hogar Fuente De Luz Y,Adultos Mayores,Institucion de Adultos,Operando,Carr. 165 Bo. Penuelas #543,Guayama,784,Santa Isabel,72133,757,Teonil,(787)-635-6425,Licenciado,159,11/8/2024,Al dia,25
Amor Al Projimo 2,Adultos Mayores,Institucion de Adultos,Operando,Barrio Paso Seco Calle 16,Guayama,784,Santa Isabel,72133,757,Ada Elsie Bones Cruz,(787)-374-2611,Licenciado,199,11/3/2023,Al dia,26
Inst.  Hogar Oasis De Bendicion Y Amor Inc.,Adultos Mayores,Institucion de Adultos,Operando,#256 Bo. Parcelas Jauca Calle 3,Guayama,784,Santa Isabel,72133,757,Jenny,(787)-944-3563,Licenciado,14,5/9/2024,Al dia,33
Inst. Mi Casita De Amor,Adultos Mayores,Institucion de Adultos,Operando,Carr. 165 Km 6.3 Int. Bo. Quebrada Arriba Secto Los Hoyos,Bayamon,934,Toa Alta,72135,953,Denisse,(787)-222-8551,Licenciado,492,6/1/2024,Al dia,7
"Hogar Remanso De Paz, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 823 Km 2.5 , Bo. Quebrada Arena, Toa Alta, Pr",Bayamon,934,Toa Alta,72135,953,Adalberto,(787)-689-4241,Licenciado,L03230547,4/16/2025,Al dia,9
Inst. Milagros De Esperanza,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 862 Km 2,8 Interior, Sector Los Frailes",Bayamon,934,Toa Alta,72135,953,Wilmarie,(939)-599-9152,Licenciado,481,10/5/2023,Al dia,15
Inst. Estancia Ayala Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Ortiz, Sector Ayala Carr. 827 Km 5.2",Bayamon,934,Toa Alta,72135,953,Marlene,(787)-247-8501,Licenciado,487,2/24/2024,Al dia,16
Hogar Estancias De Paz Ii,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 823 Int., Km 1.2 Sector Jalda Arriba, Bo. Rio Lajas",Bayamon,934,Toa Alta,72135,953,Haidie,(787)-632-5574,Licenciado,L03230808,8/6/2025,Al dia,20
Inst. Hogar Manteniendo La Fe,Adultos Mayores,Institucion de Adultos,Operando,Carr. 8827 Km 1.9 Sector Los Llanos Bo. Ortiz,Bayamon,934,Toa Alta,72135,953,Adnelis,(939)-263-7889,Licenciado,491,5/23/2024,Al dia,20
"Inst. Hogar Restaurando Corazones Con Amor,Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 823 Km. 3.6 Bo. Quebrada Arenas,Bayamon,934,Toa Alta,72135,953,Denil,(787)-647-8411,Licenciado,468,9/29/2023,Al dia,20
Quality Life Llc,Adultos Mayores,Institucion de Adultos,Operando,Carr. 828 Km 1.2 Interior,Bayamon,934,Toa Alta,72135,953,Valerie,(787)-619-5931,Licenciado,L03230555,4/25/2025,Al dia,24
"Inst. Hogar Delia Maria, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr. 862 Km 2.8 Sect. Los Frailes Toa Alta,Bayamon,934,Toa Alta,72135,953,Edna Soto Vazquez,(787)-797-0154,Licenciado,256,11/8/2024,Al dia,28
Inst. Hogar Dulces Suenos,Adultos Mayores,Institucion de Adultos,Operando,"Calle 9, Parcelas 350, Bo. Galateo, Villa Josco, Toa Alta",Bayamon,934,Toa Alta,72135,953,Keyla,(787)-222-6929,Licenciado,275,10/18/2023,Al dia,28
"Inst. Hogar Villa Feliz, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 806 Km. 1.5 Bo., Quebrada Arenas, Toa Alta",Bayamon,934,Toa Alta,72135,953,Jose,(787)-900-6572,Licenciado,413,2/21/2024,Al dia,31
"Inst. Hermandad De Oro, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr. 861 Km 4.5 Sect. La Cuerda Bo. Bucarabones Toa Alta,Bayamon,934,Toa Alta,72135,953,Agapito,(787)-279-2464,Licenciado,146,11/25/2024,Al dia,32
"Inst. Hogar Hacienda El Paraiso, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 823 Km. 4.3 Bo. Rio Lajas, Toa Alta",Bayamon,934,Toa Alta,72135,953,Ahsly,(787)-438-3748,Licenciado,304,9/2/2023,Al dia,33
"Inst. Ferrer Home Services, Corp.",Adultos Mayores,Institucion de Adultos,Operando,Bo. Galateo Sector Villa Josco Calle 8 Parc. 152,Bayamon,934,Toa Alta,72135,953,Glorimar,(928)-380-1094,Licenciado,485,9/22/2023,Al dia,1
Hogar Sustituto Hogar Margarita,Adultos Mayores,Hogar Sustituto,Operando,Paseo Dulcemar 1500,Bayamon,934,Toa Baja,72137,949,Rebeca,(787)-998-2333,Licenciado,159,5/23/2025,Al dia,6
Hogar Sustituto Margarta Gonzalez Carmona Hogar Nueva Vida,Adultos Mayores,Hogar Sustituto,Operando,Calle Dr. Jose Castelar Pb-10,Bayamon,934,Toa Baja,72137,949,Margarita,(787)-449-7696,Licenciado,142,11/15/2023,Al dia,6
Casa Victoria Llc,Adultos Mayores,Institucion de Adultos,Operando,Calle Paseo Duey M-1363 Urb. Levittown,Bayamon,934,Toa Baja,72137,949,Yonaira,(787)-616-3718,Licenciado,L03230329,2/16/2025,Al dia,8
Inst. Hogar Emmanuel,Adultos Mayores,Institucion de Adultos,Operando,"Urb Levittown Lakes, Calle Lizzie Graham Hg 6, Toa  Baja",Bayamon,934,Toa Baja,72137,951,Victor,(787)-362-5777,Licenciado,427,3/2/2023,Vencida,11
"Inst. Hogar Genesis Calidad De Vida, Llc",Adultos Mayores,Institucion de Adultos,Operando,Calle Robles 272 Candelaria Arenas,Bayamon,934,Toa Baja,72137,949,Ada,(787)-348-1717,Licenciado,475,5/6/2025,Al dia,13
Inst. Carmen Lopez BeltraN,Adultos Mayores,Institucion de Adultos,Operando,"Calle Progreso Parcela 115-A, Sabana Seca, Toa Baja",Bayamon,934,Toa Baja,72137,951,Carmen,(939)-717-6290,Licenciado,157,11/22/2024,Al dia,13
"Centro De Cuidado Diurno Hogar Lucero Del Alba, Inc.",Adultos Mayores,Centro de Cuido para Adultos,Operando,"Ave. Montecasino, Esq. Luquillo Carr. 863 Km 1.5",Bayamon,934,Toa Baja,72137,949,Irma,(787)-214-1114,Licenciado,1,4/26/2025,Al dia,15
"Inst. The Four Brothers Home, Corp.",Adultos Mayores,Institucion de Adultos,Operando,Bo. Candelaria Arena 277-E Calle Aleli,Bayamon,934,Toa Baja,72137,949,Judith,(787)-579-4222,Licenciado,451,11/27/2024,Al dia,18
Carlos Joel Reyes Cotto / Institucion El Morro Elderly Home,Adultos Mayores,Institucion de Adultos,Operando,Fe-23 Calle Ramon Marin Levittown Lakes,Bayamon,934,Toa Baja,72137,949,Emelia,(787)-426-6116,Licenciado,L03230550,4/17/2025,Al dia,20
Hogar Ambar / Dba Orlando Corcino,Adultos Mayores,Institucion de Adultos,Operando,"Paseo Camaron 3585 3Ra Secc. Levittown , Toa Baja",Bayamon,934,Toa Baja,72137,949,Orlando,(939)-227-2978,Licenciado,455,10/30/2024,Al dia,20
"Inst. Golden Stars Home, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Luis Pales Matos Fr-74 Fr - 75, Sexta Seccion Levittown",Bayamon,934,Toa Baja,72137,949,Yajaira,(787)-294-5322,Licenciado,444,10/5/2024,Al dia,20
Institucion Hogar Valvanera I Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Calle Dakar E Num. 167 Forest View, Bayamon",Bayamon,934,Toa Baja,72137,949,Edithmary,(787)-785-6461,Licenciado,458,2/6/2025,Al dia,20
"Inst. Hogar San Benito De Jc, Inc.",Adultos Mayores,Institucion de Adultos,Operando,378 Calle Fortaleza Bo. Fortaleza Bo. Campanilla,Bayamon,934,Toa Baja,72137,949,Jorge,(787)-518-2393,Licenciado,462,3/26/2025,Al dia,24
Inst. Chinea Home Care,Adultos Mayores,Institucion de Adultos,Operando,"Calle 82 Bloque, 95 -10",Bayamon,934,Toa Baja,72137,951,Yesil,(787)-638-8788,Licenciado,450,2/8/2025,Al dia,28
Inst. Hogar Amapola,Adultos Mayores,Institucion de Adultos,Operando,"2Da Seccion, Levittown Calle Paseo Amapola Num. 2227, Toa Baja",Bayamon,934,Toa Baja,72137,951,Ruth,(787)-784-8943,Licenciado,227,10/30/2023,Al dia,29
Inst. Hogar Rosa De Te,Adultos Mayores,Institucion de Adultos,Operando,"Calle Antonio Blanco Fm-40 6Ta.Seccion Levittown, Toa Baja",Bayamon,934,Toa Baja,72137,951,Marianne,(787)-784-7257,Licenciado,143,3/16/2023,Vencida,29
"Inst. Hogar Lucero Del Alba, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 863 Km 1.5 Ave. Monte Casino Bo. Candelaria,Bayamon,934,Toa Baja,72137,949,Irma,(787)-214-1114,Licenciado,431,4/26/2025,Al dia,38
Inst. Grandparents Blessing Nursing Home Corp.,Adultos Mayores,Institucion de Adultos,Operando,Calle Ceiba Parcela 69B,Bayamon,934,Toa Baja,72137,951,Ariel,(787)-740-9019,Licenciado,403,6/21/2025,Al dia,49
Campea Toa Baja,Adultos Mayores,CAMPEA,Operando,"Ave.  Los Dominicos 5Ta Seccion, Levittown, Toa Baja",Bayamon,934,Toa Baja,72137,949,Marya,(787)-261-5405,Licenciado,17,8/24/2024,Al dia,100
Hogar Sustituto Lourdes,Adultos Mayores,Hogar Sustituto,Operando,"Calle 12 R-3 Urb. Alturas De Interamericana, Trujillo Alto",Carolina,982,Trujillo Alto,72139,976,Maria,(787)-605-6777,Licenciado,166,9/7/2024,Al dia,5
"Hogar Isidoro ""Lolo"" Rivera",Adultos Mayores,Hogar Sustituto,Operando,"Carr. 181 Km. 10.7 Camino Isidoro Rivera, Bo. Quebrada",Carolina,982,Trujillo Alto,72139,977,Estevaniel,(787)-414-4231,Licenciado,177,4/20/2024,Al dia,6
Hogar Yaniel Luna,Adultos Mayores,Institucion de Adultos,Operando,Carr. 876 Km 7.0 Bo. Las Cuevas,Carolina,982,Trujillo Alto,72139,976,Yarimar,(787)-903-7363,Licenciado,361,4/20/2025,Al dia,12
Inst. Hogar Nuevo Amanecer,Adultos Mayores,Institucion de Adultos,Operando,Parcelas Ramon T. Colon Calle 2 Casa 25 Trujillo Alto,Carolina,982,Trujillo Alto,72139,978,Lee Carrillo Fernandez & Krizia,(787)-473-8278,Licenciado,12/12/9999 0:00,12/12/9999,Vencida,14
Inst. Abuelo Ayi,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 941 Km 14.6 Sector El Lago Bo. La Gloria, Trujillo Alto",Carolina,982,Trujillo Alto,72139,976,Jose,(787)-295-6169,Licenciado,457,6/26/2025,Al dia,16
Inst. El Hogar De Abu,Adultos Mayores,Institucion de Adultos,Operando,Calle 2E #111 Barrio St. Just,Carolina,982,Trujillo Alto,72139,976,Sandra,(787)-427-4882,Licenciado,452,10/2/2024,Al dia,17
Inst. Hacienda De Amor,Adultos Mayores,Institucion de Adultos,Operando,Camino Pellin Cruz Km. 1.7 Carr. 851 Bo. La Gloria Trujillo Alto,Carolina,982,Trujillo Alto,72139,976,Yazaira,(787)-237-0235,Licenciado,446,5/28/2024,Al dia,18
"Hogar Ciudad Dorada, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 851 Km. 3.3, Bo. La Gloria,",Carolina,982,Trujillo Alto,72139,976,Mitchel,(939)-639-6064,Licenciado,450,9/14/2024,Al dia,20
"Hogar Eterna Primavera, Corp",Adultos Mayores,Institucion de Adultos,Operando,Carr 851 Km 3.0,Carolina,982,Trujillo Alto,72139,976,Yomary,(787)-922-6485,Licenciado,443,4/19/2024,Al dia,20
"Hogar De Envejecientes Abuela Iris, L.L.C.",Adultos Mayores,Institucion de Adultos,Operando,"Calle 24 X3, Urb. Ciudad Universitaria,",Carolina,982,Trujillo Alto,72139,976,Sashira,(787)-234-7916,Licenciado,12/12/9999 0:00,4/4/2025,Al dia,20
Inst. Vista Serena,Adultos Mayores,Institucion de Adultos,Operando,Carr. 844 Km. 4.6 Camino Pedro Angulo Trujillo Alto,Carolina,982,Trujillo Alto,72139,976,Gretchen,(787)-209-9969,Licenciado,421,5/22/2024,Al dia,22
"Hogar De Envejecientes Esperanza Md, Corp.",Adultos Mayores,Institucion de Adultos,Operando,"Calle 6 232-B, Bo. Saint Just,",Carolina,982,Trujillo Alto,72139,978,Luis,(787)-420-0082,Licenciado,342,10/27/2024,Al dia,24
Inst. Senderos Senior Living/Senderos De Trujillo Alto Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 848 Km. 1.0 Bo. Saint Just, Trujillo Alto",Carolina,982,Trujillo Alto,72139,978,Agsamara,(787)-645-5901,Licenciado,427,5/19/2025,Al dia,58
Inst. Ciudad Dorada Madre De Dios,Adultos Mayores,Institucion de Adultos,Operando,Carr 605 Km 4.2,Arecibo,612,Utuado,72141,641,Luz Collazo Cruz,(787)-894-3256,Licenciado,202,4/5/2025,Al dia,14
Institucion San Martin De Porres,Adultos Mayores,Institucion de Adultos,Operando,"Carr 603 Km 1.8 Bo. Caguanas, Sector Roncador, Utuado",Arecibo,612,Utuado,72141,641,Virgen De Jesus Ruiz,(787)-312-8032,Licenciado,105,12/26/2023,Al dia,38
Centro Municipal Mis Anos Dorados,Adultos Mayores,CAMPEA,Operando,"Ave. Estevez, Edifco Catalina Figueras #18, Utuado",Arecibo,612,Utuado,72141,641,Maria Mercado Santiago,(787)-315-7043,Licenciado,12,4/3/2025,Al dia,50
Inst. Hogar Estancias De Paz Ii,Adultos Mayores,Institucion de Adultos,Operando,"Calle Zirio #30 Sector Sabana Bo. Brenas,",Bayamon,934,Vega Alta,72143,692,Haidie,(787)-632-5574,Licenciado,483,10/8/2023,Al dia,12
Inst. Casa Azareel,Adultos Mayores,Institucion de Adultos,Operando,Solar 80 Comunidad Villa Retorno,Bayamon,934,Vega Alta,72143,692,Sharon,(787)-408-6471,Licenciado,471,11/6/2024,Al dia,13
"Institucion Hogar Vega Mar, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Barrio Espinosa Carretera #2 Km 29.1, Vega Alta",Bayamon,934,Vega Alta,72143,692,Glorivi,(787)-345-8069,Licenciado,386,9/29/2024,Al dia,23
"Campea Juan De Los Olivos, Inc",Adultos Mayores,CAMPEA,Operando,"Carr. 620 Km. 2 Sector Fatima Bo. Candelaria, Vega Alta",Bayamon,934,Vega Alta,72143,692,William,(787)-270-4517,Licenciado,20,7/24/2024,Al dia,100
Inst. Huellas Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Brisas De Tortuguero, Calle Rio Cibuco, Num. 70, Vega Baja",Bayamon,934,Vega Baja,72145,693,Eva,(939)-262-4230,Licenciado,284,9/5/2024,Al dia,11
"Inst. Hogar Kanitas Felices, Llc",Adultos Mayores,Institucion de Adultos,Operando,Carr. #2 Km 42.2 Bo. Algarrobo,Bayamon,934,Vega Baja,72145,693,German,(787)-507-2224,Licenciado,478,7/9/2023,Vencida,12
"Inst. Khadosh, Separados Para Dios, Inc",Adultos Mayores,Institucion de Adultos,Operando,Brisas De Tortuguero C/ Rio Cibuco 94 A,Bayamon,934,Vega Baja,72145,693,Delia,(787)-341-8685,Licenciado,454,10/24/2024,Al dia,12
"Hogar Institucion La Guadalupe, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr. #2 Km 40.3 Bo. Algarrobo,Bayamon,934,Vega Baja,72145,693,Yahaira,(787)-966-5537,Licenciado,453,9/24/2024,Al dia,19
"Inst. Hogar De Envejecientes Maridel, Corp. / Hogar Shalom Ii",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Santa Rosa, Sector Monserrate K- 349",Bayamon,934,Vega Baja,72145,693,Maria,(787)-270-0192,Licenciado,445,6/4/2024,Al dia,20
Inst. Hogar Por La Gracia De Dios,Adultos Mayores,Institucion de Adultos,Operando,Carr. 155 Ext. Betances,Bayamon,934,Vega Baja,72145,693,Vicente,(787)-403-5649,Licenciado,394,2/14/2025,Al dia,26
Inst. Estancias Para El Adulto Mayor Edad Dorada Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Pugnado Afuera, Sector La Linea, Carr.644, Km. 0.7, Vega Baja, Pr",Bayamon,934,Vega Baja,72145,693,Carmen,(787)-399-6605,Licenciado,421,9/25/2024,Al dia,32
Inst. Guara Bi,Adultos Mayores,Institucion de Adultos,Operando,Carr. 155 Km. 5.9 Quebrada,Bayamon,934,Vega Baja,72145,693,Ivan,(787)-855-2861,Licenciado,469,10/24/2023,Al dia,35
"Inst. Paraiso De Mis Padres, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Algarrabo, Carr. 687, Km. 0.7, Vega Baja",Bayamon,934,Vega Baja,72145,693,Jimmy Rosado Suarez,(787)-375-0169,Licenciado,416,7/12/2024,Al dia,40
Campea Municipio De Vega Baja  J.A. Perez Melon,Adultos Mayores,CAMPEA,Operando,"Carr. 155 Km. 67.7 Bo. Algarrobo, Vega Baja",Bayamon,934,Vega Baja,72145,693,Daliz,(787)-855-2500,Licenciado,6,2/22/2024,Al dia,140
Campea Luisa Guadalupe,Adultos Mayores,CAMPEA,Operando,Pr 200 Interior Km 1.4 Bo. Monte Santo,Humacao,741,Vieques,72147,765,Yairel,(787)-741-5000,Licenciado,29,8/3/2024,Al dia,50
Hogar Mi Divino Tesoro Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Jacaguas,Ponce,716,Villalba,72149,766,Oscar,(939)-642-5511,Licenciado,L09230222,12/12/2024,Al dia,13
Institucion Ismadela Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 149 Ramal 589 Km 57.7 Bo. Tierra Santa,Ponce,716,Villalba,72149,766,Gilbert,(939)-247-2499,Licenciado,1585,6/1/2025,Al dia,14
Inst. Clamor Al Amor Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 513 Km. 4.0 Interior,Ponce,716,Villalba,72149,766,Nancy,(787)-520-7564,Licenciado,1704,2/8/2025,Al dia,20
"Inst. Baudilio & Carmela'S Home Care, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Bo. Camarones Sector Hato Puerco,Ponce,716,Villalba,72149,766,Carmen,(787)-486-0588,Licenciado,1363,8/1/2025,Al dia,21
Inst. Centro De Envejecientes San Andres,Adultos Mayores,Institucion de Adultos,Operando,Carr. 143 Km 39.7 Bo. Ortiga Sector Mirador,Ponce,716,Villalba,72149,766,Leonel,(787)-598-5213,Licenciado,1677,9/8/2023,Al dia,21
Campea Centro De Actividades Y Servicios Multiples Villalba,Adultos Mayores,CAMPEA,Operando,Calle Barcelo #41,Ponce,716,Villalba,72149,766,Omaris,(787)-847-2500,Licenciado,1692,9/19/2024,Al dia,45
Hogar Sustituto Basora Mateo,Adultos Mayores,Hogar Sustituto,Operando,"Carr. 900 Km 2.6 Comunidad Playita Solar #82, Yabucoa",Humacao,741,Yabucoa,72151,767,Carlos,(787)-613-8053,Licenciado,137,10/4/2024,Al dia,6
Hs Alexis Roldan Ramos,Adultos Mayores,Hogar Sustituto,Operando,"Urb. Los Angeles, Calle G #G-5, Yabucoa",Humacao,741,Yabucoa,72151,767,Alexis,(787)-527-4547,Licenciado,146,11/14/2023,Al dia,6
Hs Burgos De Jesus,Adultos Mayores,Hogar Sustituto,Operando,"Barrio Jacanas, Piedra Blanca, Carr. 3, Ramal 902",Humacao,741,Yabucoa,72151,767,Wanda,(939)-285-4103,Licenciado,L07230220,2/6/2025,Al dia,6
"Casa De Reposo Shammah, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Camino Nuevo, Comunidad El Negro #345, Yabucoa",Humacao,741,Yabucoa,72151,767,Debora,(939)-256-9901,Licenciado,L07230661,6/8/2025,Al dia,9
Hogar De Ancianos Municipio De Yabucoa,Adultos Mayores,Institucion de Adultos,Operando,"Calle Eulalio Reveron #118, Yabucoa",Humacao,741,Yabucoa,72151,767,Lillian,(787)-238-2307,Licenciado,192,2/15/2025,Al dia,12
Inst.  Casa Dorada En Honor A Bienvenida Sustache,Adultos Mayores,Institucion de Adultos,Operando,"Calle Munoz Rivera #29, Yabucoa",Humacao,741,Yabucoa,72151,767,Marie,(787)-564-6755,Licenciado,212,3/13/2024,Al dia,19
Inst. Vitally Home Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Guayabota, Km 12.3 Carr. 182, Yabucoa",Humacao,741,Yabucoa,72151,767,Carmen,(787)-376-7141,Licenciado,226,1/29/2025,Al dia,19
Campea Josefina Rivera De Aramburu - Accion Social De Pr,Adultos Mayores,CAMPEA,Operando,Urb. Reparto Horizonte Calle A-34 Yabucoa,Humacao,741,Yabucoa,72151,767,Sarinef,(787)-266-2382,Licenciado,21,9/18/2024,Al dia,25
Cuido De Envejecientes Manos De Angeles Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 182 Km 3.7 Parc. Rosa Sanchez #46, Bo Calabazas, Yabucoa",Humacao,741,Yabucoa,72151,767,Margarita,(787)-559-3535,Licenciado,199,7/4/2024,Al dia,26
Campea Auriestela,Adultos Mayores,CAMPEA,Operando,Calle Catalina Morales #182,Humacao,741,Yabucoa,72151,767,Edward,(939)-259-1855,Licenciado,22,9/25/2023,Al dia,50
Hs Plaza Lopez,Adultos Mayores,Hogar Sustituto,Operando,Bo. Palomas Calle 1 Casa #5,Ponce,716,Yauco,72153,698,Luz,(787)-508-1731,Licenciado,1789,2/28/2024,Al dia,5
Hs Santiago Lugo (Griselle),Adultos Mayores,Hogar Sustituto,Operando,Jardines De Borinquen Calle A # 6,Ponce,716,Yauco,72153,698,Griselle,(787)-669-9077,Licenciado,1761,3/18/2025,Al dia,5
Hs Pagan Toro,Adultos Mayores,Hogar Sustituto,Operando,Urb. La Quinta Calle 1 C -28,Ponce,716,Yauco,72153,698,Marisel Pagan,(787)-628-6165,Licenciado,1782,12/9/2023,Al dia,6
Hs Segarra Rodriguez,Adultos Mayores,Hogar Sustituto,Operando,Bo Quebradas,Ponce,716,Yauco,72153,698,Wanda,(787)-533-9615,Licenciado,1594,8/12/2025,Al dia,6
Hogar Caminando Juntos Llc,Adultos Mayores,Institucion de Adultos,Operando,Bda. Lluveras Carr. 376 Km. 0.7,Ponce,716,Yauco,72153,698,Yomaira,(939)-452-2358,Licenciado,1793,7/14/2024,Al dia,9
Institucion Envejecientes Vida Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 371 Km 1.2 Almacigo Abajo,Ponce,716,Yauco,72153,698,Lymari,(787)-202-2890,Licenciado,1938,1/18/2025,Al dia,14
Hogar Sueno Dorado,Adultos Mayores,Institucion de Adultos,Operando,Calle Prolongacion Comercio # 66,Ponce,716,Yauco,72153,698,Carmen,(787)-612-9296,Licenciado,1573,6/10/2025,Al dia,15
Inst. Hacienda Bello Amanecer,Adultos Mayores,Institucion de Adultos,Operando,Carr. 128 Km 3.5 Loma Bonita Bo. Diego Hernandez,Ponce,716,Yauco,72153,698,Marilyn,(787)-362-6235,Licenciado,1658,6/22/2025,Al dia,17
Hogar Mi Castillo Dorado Corp.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Almacigo Alto Carr. 371 Km. 4.9,Ponce,716,Yauco,72153,698,Betzaida,(787)-539-8352,Licenciado,L09230675,6/29/2025,Al dia,20
Inst. Hogar Mi Abuelita Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Barinas Parcelas Nuevas Calle Gilberto Silva #232,Ponce,716,Yauco,72153,698,Yanitza,(787)-472-3959,Licenciado,1672,10/24/2023,Al dia,20
Inst. Las Alondra'S,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Almarigo Bajo Bajo, Yauco",Ponce,716,Yauco,72153,698,Arlene,(787)-450-2555,Licenciado,1760,3/18/2025,Al dia,25
Inst. Hogar Estancias Del Rocio Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 371 Km 2.2 Bo. Almacigo Bajo Urb. Quintas Del Rocio,Ponce,716,Yauco,72153,698,Vanessa Martinez Saez,(787)-810-1907,Licenciado,1419,7/18/2024,Al dia,26
Inst. Hogar Palacios Yauco Llc,Adultos Mayores,Institucion de Adultos,Operando,"#450 Calle Guillermo Rodriguez, Parcelas Nuevas Bo.  Barinas, Yauco",Ponce,716,Yauco,72153,698,Sharon,(939)-414-6553,Licenciado,1750,10/13/2024,Al dia,30
Inst. Hogar Mi Familia Loma Bonita Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 128 Km 4.0 Bo. Diego Hernandez,Ponce,716,Yauco,72153,698,Elvin,(787)-267-2852,Licenciado,878,8/9/2024,Al dia,46
Campea Centro De Actividades Multiples Myrna Hernandez,Adultos Mayores,CAMPEA,Operando,"Bo. Almacigo Bajo  Sector Los Quinones, Carr. 371 Km 2.3",Ponce,716,Yauco,72153,698,Omayra,(787)-548-6467,Licenciado,1687,7/17/2024,Al dia,50
